id,peso,entrada_espanol,forma_espanol,tipo_abreviado,tipo_palabra,traduccion_tsotsil,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
1600,81,juguetón,,adj,adjetivo,jtajimol Ch'en toj mal xtajin Ixt ip xtaj,,Ch'en; Ixt,Chenalhó; Ixtapa,,,juguetón adj jtajimol Ch'en toj mal jtajimol Ch'en toj mal xtajin Ixt ip xtaj
1601,81,junta,,f,sustantivo femenino,tsobojel,El juez mandó avisar que mañana habrá una junta para hablar sobre la parcela del maestro. La stac ta mantal li ¡meltsanej-c!ope ti oy tsobojel octob sventa ta xich! meltsanbeel sc'oplal li yosil li maestroe. Ch/en tsobajel,,,,,junta f tsobojel. El juez mandó tsobojel. El juez mandó avisar que mañana habrá una junta para hablar sobre la parcela del maestro. La stac ta mantal li ¡meltsanej-c!ope ti oy tsobojel octob sventa ta xich! meltsanbeel sc'oplal li yosil li maestroe. Ch/en tsobajel
1602,81,juntar,lo junta,vt,verbo transitivo,ta stsob,,,,,,juntar: lo junta vt ta stsob ta stsob
1603,81,junto a,,prep,preposición,"ta xocon, ta stslel",Pedro se sentó junto a Petrona. Li ¡Pegroe ichoti ta xocon li xPetule,,,,,"junto a prep ta xocon, ta stslel. ta xocon, ta stslel. Pedro se sentó junto a Petrona. Li ¡Pegroe ichoti ta xocon li xPetule."
1604,81,jurar,lo jura,vr,verbo reflexivo,ta xal ta jamal,El hombre juró que era inocente; que él no había robado el café. Li vinique laj yal ta jamal ti mu jatuc laj yelctan li cajvele,,,,,jurar: lo jura vr ta xal ta jamal. El ta xal ta jamal. El hombre juró que era inocente; que él no había robado el café. Li vinique laj yal ta jamal ti mu jatuc laj yelctan li cajvele.
1605,81,justificar,lo justifica,vr,verbo reflexivo,"ta spojbe sctoplal, ta spojbe ta ctop","La madre justifica la conducta de su hijo diciendo que es muy chico y no sabe lo que hace. Li metile ta spojbe scloplal li yole, chal ti yutun toj biguit toe, ja! yulun mu to sna! li clusi ta spase. Cham ta spasbe sctoplal Ch'en ta spoj ta clop Zin ta spojbe",Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,"justificar: lo justifica vr ta spojbe ta spojbe sctoplal, ta spojbe ta ctop. La madre justifica la conducta de su hijo diciendo que es muy chico y no sabe lo que hace. Li metile ta spojbe scloplal li yole, chal ti yutun toj biguit toe, ja! yulun mu to sna! li clusi ta spase. Cham ta spasbe sctoplal Ch'en ta spoj ta clop Zin ta spojbe"
1606,81,justo,,adj,adjetivo,jech smelol,No es justo que le quiten la casa a la viuda. Mu jechuc smelol ti mi ta spojbeic sna li me'anal antse,,,,,justo adj jech smelol. No es justo jech smelol. No es justo que le quiten la casa a la viuda. Mu jechuc smelol ti mi ta spojbeic sna li me'anal antse.
1607,81,juzgar,lo juzga,vr,verbo reflexivo,ta smeltsanbe sctoplal,Todas las tardes el juez juzga los pleitos de los vecinos. Li jmeltsanej-c!ope scotol mal c!actal ta smeltsanbe scloplal li clusi ta spasic li lactnaile. Chien ta schapanbe sclop la art li. La muchacha que vino a visitarnos es Julia. Li tseub li li! ilay ta jula'ale ja! Julia sbi. lxt le,,,,,juzgar: lo juzga vr ta smeltsanbe ta smeltsanbe sctoplal. Todas las tardes el juez juzga los pleitos de los vecinos. Li jmeltsanej-c!ope scotol mal c!actal ta smeltsanbe scloplal li clusi ta spasic li lactnaile. Chien ta schapanbe sclop la art li. La muchacha que vino a visitarnos es Julia. Li tseub li li! ilay ta jula'ale ja! Julia sbi. lxt le
1608,81,labio,,m,sustantivo masculino,"yanal eil Zin spactal eal, yanal eal",,Zin,Zinacantán,,,"labio m yanal eil Zin spactal eal, yanal eil Zin spactal eal, yanal eal"
1609,81,labrar,lo labra,vr,verbo reflexivo,1. ta sloc,"Hay que labrar la milpa antes de que se seque la tierra. Ta sc!an loquel lí yav chobtic, yo! to mucbu taquijem li lume. /xt, Zin ta svoc!. 2. ta xan. Estoy afilando el hacha para labrar la viga de mi casa. Yacun ta sjuxbeel ye li queq!uele, yulun ta xba canbe ststamtetal li jnae",Zin,Zinacantán,,,"labrar: lo labra vr 1. ta sloc. Hay 1. ta sloc. Hay que labrar la milpa antes de que se seque la tierra. Ta sc!an loquel lí yav chobtic, yo! to mucbu taquijem li lume. /xt, Zin ta svoc!. 2. ta xan. Estoy afilando el hacha para labrar la viga de mi casa. Yacun ta sjuxbeel ye li queq!uele, yulun ta xba canbe ststamtetal li jnae.."
1610,81,ladear,lo ladea,vt,verbo transitivo,"ta sbutqluin, ta stsleptun, ta stslean","El niño ladeó el chiquihuite y se cayeron las mazorcas al suelo. Li unen quereme la sbutq!uin li moche, ja! jech itanij li sch'ixiquil ixime. Chlen ta ststebun",,,,,"ladear: lo ladea ví ta sbutqluin, ta ta sbutqluin, ta stsleptun, ta stslean. El niño ladeó el chiquihuite y se cayeron las mazorcas al suelo. Li unen quereme la sbutq!uin li moche, ja! jech itanij li sch'ixiquil ixime. Chlen ta ststebun"
1611,81,ladino,,m,sustantivo masculino,jcaxlan cp mestizo,,,,,,ladino m jcaxlan cp mestizo jcaxlan cp mestizo
1612,81,lado,,m,sustantivo masculino,xocon. Tengo flores sembradas en un lado de mi casa. Oy jtstunoj nichimetic ta xocon jna.,,,,,,lado m xocon. Tengo flores xocon. Tengo flores sembradas en un lado de mi casa. Oy jtstunoj nichimetic ta xocon jna.
1613,81,ladrar,ladra,vi,verbo intransitivo,ta xtilvan,"Mi perro no nos deja dormir de noche; ladra mucho. Li jtstile mu xac! xivaycutic ta actubal, toj toyol xtilvan",,,,,"ladrar: ladra vi ta xtilvan. Mi perro ta xtilvan. Mi perro no nos deja dormir de noche; ladra mucho. Li jtstile mu xac! xivaycutic ta actubal, toj toyol xtilvan."
1614,81,ladrillo,,m,sustantivo masculino,lagrio.,,,,,,ladrillo m lagrio. lagrio.
1615,81,ladrón,,m,sustantivo masculino,"jtelec! lagartija f' ocots, ¡lutslutsIni!",La lagartija acostumbra asolearse a medio día. Li ocotse nopem ta sclatin clactal ta o'lol clactal. xt patix,,,,,"ladrón m jtelec! jtelec! lagartija f' ocots, ¡lutslutsIni!. La lagartija acostumbra asolearse a medio día. Li ocotse nopem ta sclatin clactal ta o'lol clactal. xt patix"
1616,81,lagarto,,m,sustantivo masculino,ain Cham ayin Zin lacarto,,Cham; Zin,Chamula; Zinacantán,,,lagarto m ain Cham ayin Zin ain Cham ayin Zin lacarto
1617,81,lago,,m,sustantivo masculino,nab lágrima,,,,,,lago m nab nab lágrima
1618,82,lágrima,,f,sustantivo femenino,ya!lel satil,"Al que finge estar llorando no le salen las lágrimas. Li buch'u ta spacita sba ti ta xloqlue, mu xloc! li ya'lel sate, yu'un taqui-oq'uel notox",,,,,"lágrima f ya!lel satil. Al que finge ya!lel satil. Al que finge estar llorando no le salen las lágrimas. Li buch'u ta spacita sba ti ta xloqlue, mu xloc! li ya'lel sate, yu'un taqui-oq'uel notox."
1619,82,laguna,,f,sustantivo femenino,"nab, tstanleb jo! lamentar: lo lamenta v! madre todavía lamenta la muerte de su hijo y llora mucho. Li me'ile yoquel to ta sna! li anima yole; toj echlem ch-oc!.",,,,,,"laguna f nab, tstanleb jo! nab, tstanleb jo! lamentar: lo lamenta v! madre todavía lamenta la muerte de su hijo y llora mucho. Li me'ile yoquel to ta sna! li anima yole; toj echlem ch-oc!."
1620,82,lamer,lo lame,vr,verbo reflexivo,ta slec!,El ganado lame la sal en las piedras. Li vacaxetique ta slec! atstam ta ba ton,,,,,lamer: lo lame vr ta slec!. El ganado ta slec!. El ganado lame la sal en las piedras. Li vacaxetique ta slec! atstam ta ba ton.
1621,82,lámpara,,f,sustantivo femenino,coc!,,,,,,lámpara f coc! coc!
1622,82,lana,,f,sustantivo femenino,tsots,"Los sarapes de lana son los más calientes, y cuestan m: caros. Li jercail meltsanbil ta tsotse, ja! li mas qluixine, ja! no'ox ti mas toyol stojole",,,,,"lana f tsots. Los sarapes de lana son tsots. Los sarapes de lana son los más calientes, y cuestan m: caros. Li jercail meltsanbil ta tsotse, ja! li mas qluixine, ja! no'ox ti mas toyol stojole."
1623,82,langosta,,f,sustantivo femenino,"clulub. Hubo una plaga de langosta que acabó con las siembras. I'ech' epal clulub, islajesan scotol tstunubiletic.",,,,,,"langosta f clulub. Hubo una plaga clulub. Hubo una plaga de langosta que acabó con las siembras. I'ech' epal clulub, islajesan scotol tstunubiletic."
1624,82,lanudo,,adj,adjetivo,pim stsotsil,"Mi borreguito ya está muy lanudo; voy a buscar quien lo trasquile. Li cunen chije toj pim xa stsotsil, ta jsalbe yajval buchtu ta sloc!be. Cham, Zin pim stsatsal",Cham; Zin,Chamula; Zinacantán,,,"lanudo adj pim stsotsil. Mi pim stsotsil. Mi borreguito ya está muy lanudo; voy a buscar quien lo trasquile. Li cunen chije toj pim xa stsotsil, ta jsalbe yajval buchtu ta sloc!be. Cham, Zin pim stsatsal."
1625,82,largo,,adj,adjetivo,nat,"El vestido le queda largo, pero así no sentirá frío en las piernas. Toj nat xctot yutun li stseque pero ja! jech mu xali o sic ta yoltac. largo tiempo jal las art li. Las niñas de mi pueblo también van a la escuela. Li bic!tal tsebetic ta jteclumale chbatic ta chan-jun euc",,,,,"largo adj nat. El vestido le queda nat. El vestido le queda largo, pero así no sentirá frío en las piernas. Toj nat xctot yutun li stseque pero ja! jech mu xali o sic ta yoltac. largo tiempo jal las art li. Las niñas de mi pueblo también van a la escuela. Li bic!tal tsebetic ta jteclumale chbatic ta chan-jun euc."
1626,82,lástima,,f,sustantivo femenino,ctux ta yolon,Me da mucha lástima ver al limosnero porque le faltan las piernas. Toj c!ux ta colon li jetan-limoxna li axlelan mu!yuc yoque,,,,,lástima f ctux ta yolon. Me da ctux ta yolon. Me da mucha lástima ver al limosnero porque le faltan las piernas. Toj c!ux ta colon li jetan-limoxna li axlelan mu!yuc yoque.
1627,82,lastimar,lo lastima,vt,verbo transitivo,ta syaintas,"Le lastimaron la mano y la tiene muy hinchada. Iyaintasbat sc!ob, tana toj situbem tajmec. Cham, Zin ta syayintas Ch/en ta syayijes Ixt ta syaubtas ta sna!. La",Cham; Ixt; Zin,Chamula; Ixtapa; Zinacantán,,,"lastimar: lo lastima vt ta syaintas. ta syaintas. Le lastimaron la mano y la tiene muy hinchada. Iyaintasbat sc!ob, tana toj situbem tajmec. Cham, Zin ta syayintas Ch/en ta syayijes Ixt ta syaubtas ta sna!. La"
1628,82,lastimarse,se lastima,vr,verbo reflexivo,"ta xyaij Cham, Ch!en, Zin ta xyayij",,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,"lastimarse: se lastima vr ta xyaij ta xyaij Cham, Ch!en, Zin ta xyayij"
1629,82,latir,late (el corazón),vi,verbo intransitivo,ta xplitulaj,"A los que se mueren ya no les late el corazón. Ali buch'u chamem xae, mu xa xplitulaj li yo!one. Cham xtlitun Chien xbitbun xt xpojpon Zin ta xp'itp'onaj",Cham; Zin,Chamula; Zinacantán,,el corazón,"latir: late (el corazón) vi ta xplitulaj. ta xplitulaj. A los que se mueren ya no les late el corazón. Ali buch'u chamem xae, mu xa xplitulaj li yo!one. Cham xtlitun Chien xbitbun xt xpojpon Zin ta xp'itp'onaj"
1630,82,latoso,,adj,adjetivo,toj echtem vocol. Es muy latoso viajar en tiempo de aguas por el lodazal que hay en el camino. Toj.echlem vocol xanbal ta yorail jo'tic yutun ja! ta scoj li achlel ta bee. Zin” toj vocol,,Zin,Zinacantán,,,latoso adj toj echtem vocol. Es muy toj echtem vocol. Es muy latoso viajar en tiempo de aguas por el lodazal que hay en el camino. Toj.echlem vocol xanbal ta yorail jo'tic yutun ja! ta scoj li achlel ta bee. Zin” toj vocol
1631,82,laurel,,m,sustantivo masculino,"tsis-uch. Fuimos a traer ramas de laurel para adornar la escuela. Liaycutic ta yichlel talel yanal tsis-uch sventa snichmal li chanob-june. Cham, Chen, Ixt",,Cham; Ch'en; Ixt,Chamula; Chenalhó; Ixtapa,,,"laurel m tsis-uch. Fuimos a traer tsis-uch. Fuimos a traer ramas de laurel para adornar la escuela. Liaycutic ta yichlel talel yanal tsis-uch sventa snichmal li chanob-june. Cham, Chen, Ixt"
1632,82,lavar,lo lava,vt,verbo transitivo,ta schuc!,"Las mujeres de mi pueblo lavan la ropa en el río. Li antsetic ta jteclumale, ta uctum ta schug!uic li ctutile. lava trastes ta suc! pulatu Cham, Chlen ta suc! sets! Chen, Ixt ta suc! platu se lava la cabeza ta stseben, ta stsebeltas sjol Zin ta stsebin se lava las manos ta spoc sctob lazar: lo laza v! ta xoca. Les costó mucho trabajo lazar el toro. Toj vocol la xocaic li tot vacaxe. Ch/en ta xoj [xt ta slucbaj",Cham; Ch'en; Ixt; Zin,Chamula; Chenalhó; Ixtapa; Zinacantán,,,"lavar: lo lava ví ta schuc!. Las ta schuc!. Las mujeres de mi pueblo lavan la ropa en el río. Li antsetic ta jteclumale, ta uctum ta schug!uic li ctutile. lava trastes ta suc! pulatu Cham, Chlen ta suc! sets! Chen, Ixt ta suc! platu se lava la cabeza ta stseben, ta stsebeltas sjol Zin ta stsebin se lava las manos ta spoc sctob lazar: lo laza v! ta xoca. Les costó mucho trabajo lazar el toro. Toj vocol la xocaic li tot vacaxe. Ch/en ta xoj [xt ta slucbaj"
1633,82,lazo,,m,sustantivo masculino,"chlojon. Amarra al perro con un lazo para que no se escape. Chuco ta chlojon li ts'i!e, yo! ctuxi mu xcol o.",,,,,,"lazo m chlojon. Amarra al perro chlojon. Amarra al perro con un lazo para que no se escape. Chuco ta chlojon li ts'i!e, yo! ctuxi mu xcol o."
1634,82,lechón,,m,sustantivo masculino,"bicttal chitom, nene! chitom","A algunos les gustan comer lechón, pero a nosotros nos da lastima matar un marranito. Oy yanetic lec xatiic stilel li bicttal chitome, pero li jotoncutique mo!oj yu'un toj clux ta coloncutic ta jmilcutic li nene! chitome",,,,,"lechón m bicttal chitom, nene! bicttal chitom, nene! chitom. A algunos les gustan comer lechón, pero a nosotros nos da lastima matar un marranito. Oy yanetic lec xatiic stilel li bicttal chitome, pero li jotoncutique mo!oj yu'un toj clux ta coloncutic ta jmilcutic li nene! chitome."
1635,82,lechuza,,f,sustantivo femenino,"cuxcux, tuluc! spucuj, xcuj, cujal bolom. Estoy seguro que era lechuza la que vimos anoche en el árbol. Ta xcal ti ja' ono!ox tuluc' spucuj li laj quiltic ta te! samele. Cham cuxutsuctsuc Ch!en curutsuc Ixt tsurucuc",,Cham; Ch'en; Ixt,Chamula; Chenalhó; Ixtapa,,,"lechuza f cuxcux, tuluc! spucuj, xcuj, cuxcux, tuluc! spucuj, xcuj, cujal bolom. Estoy seguro que era lechuza la que vimos anoche en el árbol. Ta xcal ti ja' ono!ox tuluc' spucuj li laj quiltic ta te! samele. Cham cuxutsuctsuc Ch!en curutsuc Ixt tsurucuc"
1636,83,leer,lo lee,vr,verbo reflexivo,"ta sqluel jun, ta xapta jun. Dale el periódico a tu tío para que lo lea. Actbo li jun li ajuntote acto sq!uel. lee en voz alta ta xapta jun, ta sctopon jun Zin ta sclopon vun sabe leer sna' sq!uel jun, sna! jun","A él no lo engañas porque sabe leer. Li stuque mu xu! xalo'lo yu'un sna! jun. Ch/en sna! sqluel vun, sna! vun",Zin,Zinacantán,,,"leer: lo lee vr ta sqluel jun, ta xapta ta sqluel jun, ta xapta jun. Dale el periódico a tu tío para que lo lea. Actbo li jun li ajuntote acto sq!uel. lee en voz alta ta xapta jun, ta sctopon jun Zin ta sclopon vun sabe leer sna' sq!uel jun, sna! jun. A él no lo engañas porque sabe leer. Li stuque mu xu! xalo'lo yu'un sna! jun. Ch/en sna! sqluel vun, sna! vun"
1637,83,legua,,f,sustantivo femenino,reva,,,,,,legua f reva reva
1638,83,lejano,,adj,adjetivo,namal,,,,,,lejano adj namal namal
1639,83,lejos,,adv,adverbio,nom,,,,,,lejos adv nom nom
1640,83,lengua,,f,sustantivo femenino,"oqluil, yoc! lengua de fuego yat cloc!",,,,,,"lengua f oqluil, yoc! oqluil, yoc! lengua de fuego yat cloc!"
1641,83,lenteja,,f,sustantivo femenino,"xutal chenec! Cham xut chenec! Ixt majtiquin, mach'ul",,Cham; Ixt,Chamula; Ixtapa,,,"lenteja f xutal chenec! Cham xut xutal chenec! Cham xut chenec! Ixt majtiquin, mach'ul"
1642,83,lentes,,m,sustantivo masculino,nenal satil mis lentes snenal ¡sat,,,,,,lentes m nenal satil mis lentes nenal satil mis lentes snenal ¡sat
1643,83,lento,,adj,adjetivo,ctun,Hay que ir a paso lento para que no nos cansemos. Sc!an ctunctun no!ox chijxanav batel acto mu xijlubutic,,,,,lento adj ctun. Hay que ir a paso ctun. Hay que ir a paso lento para que no nos cansemos. Sc!an ctunctun no!ox chijxanav batel acto mu xijlubutic.
1644,83,leña,,f,sustantivo femenino,si'. Ayer fui a rajar leña para vender. Li voljee lilay ta tlox si! sventa ta jchon.,,,,,,leña f si'. Ayer fui a rajar leña si'. Ayer fui a rajar leña para vender. Li voljee lilay ta tlox si! sventa ta jchon.
1645,83,leñador,,m,sustantivo masculino,"jtuch'-si!, jsa!-si!",El leñador sufre mucho cortando leña en tiempo de lluvias. Li jtuch'-site toj ep chich' vocol li ta yora joltique. Ixt jboj-vach!,Ixt,Ixtapa,,,"leñador m jtuch'-si!, jsa!-si!. El jtuch'-si!, jsa!-si!. El leñador sufre mucho cortando leña en tiempo de lluvias. Li jtuch'-site toj ep chich' vocol li ta yora joltique. Ixt jboj-vach!"
1646,83,león,,m,sustantivo masculino,"bolom, mucttic bolom. Ch'en tilval bolom Zin mol bolom levantar: lo levanta yt ta spet p.ej. un bulto ta schech, ta stots p.ej. una piedra ta sliques",,Ch'en; Zin,Chenalhó; Zinacantán,,,"león m bolom, mucttic bolom. Ch'en bolom, mucttic bolom. Ch'en tilval bolom Zin mol bolom levantar: lo levanta yt ta spet p.ej. un bulto ta schech, ta stots p.ej. una piedra ta sliques"
1647,83,leve,,adj,adjetivo,mu tojechlemuc,"La quemadura fue leve, nada más por encima. Li claq'uele mu toj echlemuc yulun ja! no!ox ta sba iclact,",,,,,"leve adj mu tojechlemuc. La mu tojechlemuc. La quemadura fue leve, nada más por encima. Li claq'uele mu toj echlemuc yulun ja! no!ox ta sba iclact,"
1648,83,libélula,,f,sustantivo femenino,tulix Cham turich! Ixt yatnab. libertad s colel,,Cham; Ixt,Chamula; Ixtapa,,,libélula f tulix Cham turich! Ixt tulix Cham turich! Ixt yatnab. libertad s colel
1649,83,librar,lo libra,vr,verbo reflexivo,"ta spoj, ta scolta",El perro libró una gallina de la boca de la zorra. Li ts'ile la spoj ¡cot caxlan ta ye li vete. librarse: se libra ta xcol,,,,,"librar: lo libra vr ta spoj, ta scolta. ta spoj, ta scolta. El perro libró una gallina de la boca de la zorra. Li ts'ile la spoj ¡cot caxlan ta ye li vete. librarse: se libra ta xcol"
1650,83,libre,,adv,adverbio,"colem. Después que el preso pagó la multa, lo dejaron libre. C'alal istoj xa li multa li jchuquele, colem icom.",,,,,,"libre adv colem. Después que el colem. Después que el preso pagó la multa, lo dejaron libre. C'alal istoj xa li multa li jchuquele, colem icom."
1651,83,libro,,m,sustantivo masculino,"jun, livro Cham, Chen, Zin vun",,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,"libro m jun, livro Cham, Chen, Zin jun, livro Cham, Chen, Zin vun"
1652,83,licor,,m,sustantivo masculino,pox,,,,,,licor m pox pox
1653,83,lider,,m,sustantivo masculino,banquilal,"Ese hombre es el ler en su pueblo. Li vinic lele, ja! li banquilal yutunic ta steclumale",,,,,"lider m banquilal. Ese hombre es el banquilal. Ese hombre es el ler en su pueblo. Li vinic lele, ja! li banquilal yutunic ta steclumale."
1654,83,liendres,,f,sustantivo femenino,ton uch!.,,,,,,liendres f ton uch!. ton uch!.
1655,83,ligero,,adj,adjetivo,"xyochet yalal, muc bu ol",Este bulto está ligero. Li icatsil lili xyochet yalal. Cham xiquit Ch!en say yalal xt mutuc ol,Cham; Ch'en,Chamula; Chenalhó,,,"ligero adj xyochet yalal, muc bu ol. xyochet yalal, muc bu ol. Este bulto está ligero. Li icatsil lili xyochet yalal. Cham xiquit Ch!en say yalal xt mutuc ol"
1656,83,lijar,lo lija,vr,verbo reflexivo,"ta schtul. Antes de que pintes la puerta, líjala para que quede pareja la pintura. C'alal mu to abonoj li ti'nae ch'ulo lec, acto lec co!ol chcom li sbone.",,,,,,"lijar: lo lija vr ta schtul. Antes de ta schtul. Antes de que pintes la puerta, líjala para que quede pareja la pintura. C'alal mu to abonoj li ti'nae ch'ulo lec, acto lec co!ol chcom li sbone."
1657,83,limón,,m,sustantivo masculino,elumunix Cham elvenix Ch!en ermunix Ixt eramunix Zin elamonix,,Cham; Ch'en; Ixt; Zin,Chamula; Chenalhó; Ixtapa; Zinacantán,,,limón m elumunix Cham elvenix elumunix Cham elvenix Ch!en ermunix Ixt eramunix Zin elamonix
1658,83,limosna,,f,sustantivo femenino,limoxna,,,,,,limosna f limoxna limoxna
1659,83,limosnero,,m,sustantivo masculino,jc!an-limoxna; jctanolajel Chien jclan-taq'uin Ixt jetanojel,,Ixt,Ixtapa,,,limosnero m jc!an-limoxna; jctanolajel jc!an-limoxna; jctanolajel Chien jclan-taq'uin Ixt jetanojel
1660,83,limpiar,lo limpia,vt,verbo transitivo,ta scus (con trapo); ta spoc (con agua),María limpia la mesa antes de servir la comida. Li xMale ta scus li mexa ctaluc mo! to bu yactoj talel li ve!lile,,,,con ta scus (con trapo; con agua,limpiar: lo limpia vt ta scus (con ta scus (con trapo); ta spoc (con agua). María limpia la mesa antes de servir la comida. Li xMale ta scus li mexa ctaluc mo! to bu yactoj talel li ve!lile.
